"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","✅ Route publique — pas de token requis","GET /api/etablissements — Liste publique","2026-04-29","skipped","","","","",""
"","","❌ UserId inexistant → 404","POST /api/auth/verify-email","2026-04-29","skipped","","","","",""
"","1","OK - RDV dans 55min - dans la fenetre 1h","Regle metier - Fenetres de rappel automatique","2026-04-29","passed","2026-04-29","","Rappel 1h (fenetre 50min-1h)","",""
"","","❌ Code expiré → 400 + CODE_EXPIRED","POST /api/auth/verify-email","2026-04-29","skipped","","","","",""
"","","OK - Notification supprimee - 200 + plus dans la liste","DELETE /api/notifications/:id - Supprimer notification","2026-04-29","skipped","","","","",""
"","252","OK - Details service retournes avec etablissement populate","GET /api/services/:id - Details service","2026-04-29","passed","2026-04-29","","","",""
"","94","✅ Email existant → 200 (message sécurisé sans révéler si email existe)","POST /api/auth/forgot-password","2026-04-29","passed","2026-04-29","","","",""
"","1261","[UI-RDV-003] Page appointments agent non connecte → redirection","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Rendez-vous — acces et protection","ui\rendezvous.ui.spec.js","",""
"","","FAIL - Sans token - 401","GET /api/notifications - Mes notifications","2026-04-29","skipped","","","","",""
"","1","FAIL — null → false","[CRITIQUE] Validation numéro téléphone tunisien","2026-04-29","passed","2026-04-29","","","",""
"","2","FAIL - Utilisateur introuvable en base - 401","Middleware verifierToken","2026-04-29","passed","2026-04-29","","","",""
"","336","✅ Super admin approuve un établissement en_attente → statut actif","PUT /api/etablissements/:id/valider — Approbation","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Isolation : les notifs des autres users restent non lues","PUT /api/notifications/tout-lire - Marquer toutes comme lues","2026-04-29","skipped","","","","",""
"","","OK - Citoyen prend un ticket - 201 + numero assigne","POST /api/tickets - Prise de ticket","2026-04-29","skipped","","","","",""
"","292","OK - Admin modifie le guichet de son agent - 200","PUT /api/agents/:id - Modifier agent","2026-04-29","passed","2026-04-29","","","",""
"","337","FAIL - Sans token - 401","GET /api/rendezvous/mes-rdv - Mes rendez-vous","2026-04-29","passed","2026-04-29","","","",""
"","2647","✅ [UI-AUTH-001] Formulaire d'inscription affiché au chargement","UI Chrome","2026-04-29","passed","2026-04-29","UI — Inscription citoyen","ui\auth.ui.spec.js","",""
"","336","FAIL - Citoyen ne peut pas creer un agent - 403","POST /api/agents - Creer agent","2026-04-29","passed","2026-04-29","","","",""
"","798","[UI-DASH-010] /citoyen/notifications non connecte → redirection","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Dashboard Citoyen (acces non autorise)","ui\dashboard.ui.spec.js","",""
"","","OK - User ne peut pas marquer la notif de quelqu un d autre - 200 silencieux","PUT /api/notifications/:id/lire - Marquer comme lue","2026-04-29","skipped","","","","",""
"","","✅ Connexion avec remember_me → token validité étendue","POST /api/auth/login","2026-04-29","skipped","","","","",""
"","","❌ Citoyen signale deux fois le même établissement → 400","POST /api/etablissements/:id/signaler — Signalement citoyen","2026-04-29","skipped","","","","",""
"","","FAIL - Service inexistant - 404","GET /api/services/:id/stats - Stats publiques","2026-04-29","skipped","","","","",""
"","1","OK — numéro avec préfixe +216 → format correct","[CRITIQUE] Formatage numéro WhatsApp tunisien","2026-04-29","passed","2026-04-29","","","",""
"","","[CONFIG-001] Modification durée créneau → anciens créneaux libres supprimés","[CONFIG] Reconfiguration des créneaux RDV — cohérence du système","2026-04-29","skipped","","","","",""
"","3598","✅ [IHM-002] Agent bloque créneau → slot 'bloque' grisé pour le citoyen","UI Chrome","2026-04-29","passed","2026-04-29","[SYNC] Synchronisation créneaux agent ↔ web citoyen","ui\critical-journeys.ui.spec.js","",""
"","","OK - Admin supprime son service - 200","DELETE /api/services/:id - Supprimer service","2026-04-29","skipped","","","","",""
"","","FAIL - Sans token - 401","GET /api/stats/etablissement/:id/dashboard - Dashboard admin","2026-04-29","skipped","","","","",""
"","174","OK - Service actif devient inactif apres toggle","PATCH /api/services/:id/toggle - Activer/Desactiver","2026-04-29","passed","2026-04-29","","","",""
"","0","OK — numéro 8 chiffres → 21612345678@c.us","[CRITIQUE] Formatage numéro WhatsApp tunisien","2026-04-29","passed","2026-04-29","","","",""
"","3563","✅ [IHM-011] Calendrier RDV : slot libre cliquable, occupé/bloqué grisé","UI Chrome","2026-04-29","passed","2026-04-29","[RDV] Règles métier rendez-vous","ui\critical-journeys.ui.spec.js","",""
"","244","OK - Admin cree service RDV - 201","POST /api/services - Creer service","2026-04-29","passed","2026-04-29","","","",""
"","1","OK - 09h00-12h00, 60min, sans pause - 3 creneaux","Calcul nombre de creneaux attendus par jour","2026-04-29","passed","2026-04-29","","","",""
"","292","✅ Établissement suspendu absent de la liste publique","PUT /api/etablissements/:id/suspendre — Suspension","2026-04-29","passed","2026-04-29","","","",""
"","1263","[UI-DASH-002] /admin/services non connecte → redirection","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Dashboard Admin Etablissement (acces non autorise)","ui\dashboard.ui.spec.js","",""
"","102","❌ Code incorrect → 400","POST /api/auth/verify-email","2026-04-29","passed","2026-04-29","","","",""
"","250","✅ Email de rejet envoyé","PUT /api/etablissements/:id/rejeter — Rejet","2026-04-29","passed","2026-04-29","","","",""
"","30","FAIL - Token JWT invalide (falsifie) - 401","Middleware verifierToken","2026-04-29","passed","2026-04-29","","","",""
"","228","OK - Notification supprimee - 200 + plus dans la liste","DELETE /api/notifications/:id - Supprimer notification","2026-04-29","passed","2026-04-29","","","",""
"","0","FAIL — samedi non actif → 0 créneau généré","[CRITIQUE] Génération créneaux — exclusion jours non actifs","2026-04-29","passed","2026-04-29","","","",""
"","1","FAIL — mot de passe null → invalide","[CRITIQUE] Validation mot de passe","2026-04-29","passed","2026-04-29","","","",""
"","3","FAIL - Compte suspendu - 403","Middleware verifierToken","2026-04-29","passed","2026-04-29","","","",""
"","0","FAIL — numéro vide → null","[CRITIQUE] Formatage numéro WhatsApp tunisien","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — numéro avec préfixe 216 → format correct","[CRITIQUE] Formatage numéro WhatsApp tunisien","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — le premier ticket de la file est le prochain à appeler","[CRITIQUE] Tri file d'attente FIFO (ordre des tickets)","2026-04-29","passed","2026-04-29","","","",""
"","256","FAIL - Agent inexistant ou autre etablissement - 404","PUT /api/agents/:id - Modifier agent","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — fixe 7x (Tunis)","[CRITIQUE] Validation numéro téléphone tunisien","2026-04-29","passed","2026-04-29","","","",""
"","107","❌ Code expiré → 400 + CODE_EXPIRED","POST /api/auth/verify-email","2026-04-29","passed","2026-04-29","","","",""
"","","✅ Super admin voit les demandes en attente","GET /api/etablissements/en-attente — Super Admin","2026-04-29","skipped","","","","",""
"","620","✅ Alerte super admin déclenchée à 5 signalements","POST /api/etablissements/:id/signaler — Signalement citoyen","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — lundi actif → génère des créneaux","[CRITIQUE] Génération créneaux — exclusion jours non actifs","2026-04-29","passed","2026-04-29","","","",""
"","222","FAIL - Sans token - 401","GET /api/services/me/services - Mes services (admin)","2026-04-29","passed","2026-04-29","","","",""
"","821","[UI-TKT-007] Page affichage file publique accessible","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Affichage file d attente (ecran public)","ui\ticket.ui.spec.js","",""
"","","✅ Filtre par type fonctionne","GET /api/etablissements — Liste publique","2026-04-29","skipped","","","","",""
"","1","OK — file vide → tableau vide","[CRITIQUE] Tri file d'attente FIFO (ordre des tickets)","2026-04-29","passed","2026-04-29","","","",""
"","1312","[UI-DASH-016] /superadmin/establishments/:id non connecte → redirection login","UI Chrome","2026-04-29","passed","2026-04-29","IHM — SuperAdmin Detail Etablissement","ui\dashboard.ui.spec.js","",""
"","339","FAIL - Citoyen ne peut pas voir stats plateforme - 403","GET /api/stats/plateforme/dashboard - Dashboard super admin","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Notification non lue devient lue - 200","PUT /api/notifications/:id/lire - Marquer comme lue","2026-04-29","skipped","","","","",""
"","0","FAIL — durée > plage horaire → 0 créneaux","[CRITIQUE] Génération créneaux horaires","2026-04-29","passed","2026-04-29","","","",""
"","267","FAIL - Agent inexistant - 404","DELETE /api/agents/:id - Supprimer agent","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Autre citoyen ne voit pas les RDV du premier - isolation","GET /api/rendezvous/mes-rdv - Mes rendez-vous","2026-04-29","skipped","","","","",""
"","1","FAIL — dimanche non ouvrable (week-end)","[CRITIQUE] Vérification jour ouvrable (config service)","2026-04-29","passed","2026-04-29","","","",""
"","234","✅ Inscription valide → 201 + userId retourné","POST /api/auth/signup/citoyen","2026-04-29","passed","2026-04-29","","","",""
"","1","OK - 5 signalements, alerte non envoyee - alerte requise","Regle metier - Seuil alerte signalements (5 reports)","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — mobile 9x (Tunisie Telecom mobile)","[CRITIQUE] Validation numéro téléphone tunisien","2026-04-29","passed","2026-04-29","","","",""
"","193","✅ Connexion avec remember_me → token validité étendue","POST /api/auth/login","2026-04-29","passed","2026-04-29","","","",""
"","132","✅ Code correct → email vérifié + token retourné","POST /api/auth/verify-email","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Citoyen recoit uniquement ses notifications - 200","GET /api/notifications - Mes notifications","2026-04-29","skipped","","","","",""
"","378","OK - Liste des services actifs retournee - 200","GET /api/services/etablissement/:id - Liste publique","2026-04-29","passed","2026-04-29","","","",""
"","280","[EXC-001] Exception fermeture → les créneaux libres du jour sont supprimés","[EXCEPTION] Fermeture exceptionnelle — gestion des RDV impactés","2026-04-29","failed","2026-04-29","","","",""
"","1","FAIL - Aucun token - 401 Token manquant","Middleware verifierToken","2026-04-29","passed","2026-04-29","","","",""
"","1","OK — numéro avec espaces → nettoyé","[CRITIQUE] Formatage numéro WhatsApp tunisien","2026-04-29","passed","2026-04-29","","","",""
"","1269","[UI-ETAB-007] Pas d erreur JavaScript sur la page d accueil","UI Chrome","2026-04-29","passed","2026-04-29","IHM — Page d accueil et navigation","ui\etablissement.ui.spec.js","",""
"","1197","[UI-DASH-019] Route superadmin establishments liste non connecte → redirection","UI Chrome","2026-04-29","passed","2026-04-29","IHM — SuperAdmin Detail Etablissement","ui\dashboard.ui.spec.js","",""
"","3613","✅ [IHM-012] Estimation = tickets_avant × temps_moyen → 2 × 15 = 30 min affiché","UI Chrome","2026-04-29","passed","2026-04-29","[RDV] Règles métier rendez-vous","ui\critical-journeys.ui.spec.js","",""
"","448","[FILE-006] Annulation ticket citoyen → ticket retiré de la file","[FILE] Gestion de la file d'attente — invariants métier","2026-04-29","passed","2026-04-29","","","",""
"","1","FAIL - Role non autorise - 403 Permissions insuffisantes","Middleware verifierRole","2026-04-29","passed","2026-04-29","","","",""
"","493","OK - Citoyen prend un ticket - 201 + numero assigne","POST /api/tickets - Prise de ticket","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Admin modifie son service - 200 + donnees mises a jour","PUT /api/services/:id - Modifier service","2026-04-29","skipped","","","","",""
"","203","FAIL - Sans token - 401","DELETE /api/notifications/:id - Supprimer notification","2026-04-29","passed","2026-04-29","","","",""
"","222","FAIL - Citoyen ne peut pas voir les RDV agent - 403","Agent - Gestion des RDV du jour","2026-04-29","passed","2026-04-29","","","",""
"","","OK - Route publique - aucun token requis","GET /api/services/etablissement/:id - Liste publique","2026-04-29","skipped","","","","",""
